IsCanceled,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Meal,MarketSegment,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,CancelRate,WasInWaitingList,Season
1,119,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,3,0,0.0,0,autumn
1,0,2,3,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,91.22,0,0,0.0,0,autumn
1,7,2,3,2,HB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient,127.07,1,2,0.0,0,autumn
1,0,2,4,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,91.22,0,0,0.0,0,autumn
1,285,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,1,0.0,0,autumn
1,271,2,5,2,FB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,55.34,0,0,0.0,0,autumn
1,88,1,1,2,BB       ,Complementary,Direct,0,0,No Deposit     ,Transient,0.00,0,0,0.0,0,autumn
1,42,2,2,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,72.52,0,0,0.0,0,autumn
1,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,17,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,131.63,0,2,0.0,0,autumn
1,54,2,2,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,1,0.0,0,autumn
1,47,2,2,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,91.22,0,0,0.0,0,autumn
1,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,6,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,6,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,63,2,2,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,72.52,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,17,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,6,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,17,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,105,2,2,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,72.52,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,1,0.0,0,autumn
1,0,2,2,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,73.25,0,0,0.0,0,autumn
1,6,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,44,2,2,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,91.22,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,131.63,0,2,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,122,2,2,2,BB       ,Groups,Corporate,0,4,No Deposit     ,Transient-Party,72.52,0,1,0.0,0,autumn
1,105,2,2,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,72.52,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,127.07,0,2,0.0,0,autumn
1,17,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,95,2,3,2,BB       ,Groups,Corporate,0,1,No Deposit     ,Transient-Party,61.55,0,0,0.0,0,autumn
1,6,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,14,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,11,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,54,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,87.92,0,0,0.0,0,autumn
1,18,2,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,64.85,2,0,0.0,0,autumn
1,9,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.84,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,55.34,0,0,0.0,0,autumn
1,1,2,1,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,9,2,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,2,0,0.0,0,autumn
1,1,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,18,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,28,2,2,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,17,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,17,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,2,2,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,0,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,1,1,2,BB       ,Groups,Corporate,0,0,No Deposit     ,Transient-Party,49.44,0,0,0.0,0,autumn
1,0,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,22,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,2,0,0.0,0,autumn
1,6,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,6,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,2,1,2,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,1,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,7,1,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,125,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,15,1,3,2,BB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,15,1,3,1,BB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,1,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,0,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,31,1,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,2,0,0.0,0,autumn
1,13,2,5,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,122.62,2,2,0.0,0,autumn
1,13,2,5,2,BB       ,Direct,Direct,0,4,No Deposit     ,Transient,65.69,2,1,0.0,0,autumn
1,17,2,5,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,65.69,0,0,0.0,0,autumn
1,9,2,5,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,65.69,0,1,0.0,0,autumn
1,29,2,5,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,65.69,1,0,0.0,0,autumn
1,8,0,1,1,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,0,1,1,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient,43.90,0,0,0.0,0,autumn
1,8,0,1,1,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
0,0,0,1,1,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient,43.90,0,0,0.0,0,autumn
1,0,0,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,1,0,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,124.36,0,2,0.0,0,autumn
1,1,0,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,2,0,0.0,0,autumn
1,39,2,7,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,70,2,7,3,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,141.06,0,1,0.0,0,autumn
0,7,0,1,1,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient-Party,43.90,0,0,0.0,0,autumn
1,0,0,2,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,1,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,44,0,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,2,0,0.0,0,autumn
1,4,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,151,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,79,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,151,2,5,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,90,2,6,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,22,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,3,0,0.0,0,autumn
1,0,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,90,2,6,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,22,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,3,0,0.0,0,autumn
1,90,2,6,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,0,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,22,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,3,0,0.0,0,autumn
1,0,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,52.80,0,0,0.0,0,autumn
1,0,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,52.80,0,0,0.0,0,autumn
1,5,0,1,1,BB       ,Corporate,Corporate,0,0,No Deposit     ,Transient,43.90,0,0,0.0,0,autumn
1,0,0,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,55,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,77,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,77,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,55,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,183,0,3,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,6,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,76,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,55,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,19,0,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,2,0,0.0,0,autumn
1,13,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,29,1,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,3,0,0.0,0,autumn
1,5,2,3,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,11,2,4,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,141.06,0,1,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,8,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,4,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,0,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,68.49,0,0,0.0,0,autumn
1,23,2,5,2,BB       ,Online TA,TA/TO,0,5,No Deposit     ,Transient-Party,75.54,0,0,0.0,0,autumn
1,23,2,5,2,BB       ,Online TA,TA/TO,0,4,No Deposit     ,Transient-Party,75.54,0,0,0.0,0,autumn
1,87,2,5,2,BB       ,Online TA,TA/TO,0,8,No Deposit     ,Transient-Party,68.49,1,0,0.0,0,autumn
1,83,2,5,2,BB       ,Online TA,TA/TO,0,7,No Deposit     ,Transient-Party,68.49,0,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,87,2,5,2,BB       ,Online TA,TA/TO,0,6,No Deposit     ,Transient-Party,68.49,1,0,0.0,0,autumn
1,2,2,5,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,75.54,0,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,10,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,37,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,16,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,112,2,5,2,BB       ,Online TA,TA/TO,0,7,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,25,2,5,1,BB       ,Online TA,TA/TO,0,3,No Deposit     ,Transient-Party,75.54,1,0,0.0,0,autumn
1,1,0,1,1,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,0,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,78,0,1,2,BB       ,Complementary,TA/TO,0,0,No Deposit     ,Transient,77.42,1,0,0.0,0,autumn
1,0,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,164,0,1,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,0,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,164,0,1,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
0,14,0,2,3,BB       ,Direct,Direct,0,2,No Deposit     ,Transient,46.50,1,0,0.0,0,autumn
0,16,0,2,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient-Party,46.50,0,0,0.0,0,autumn
1,9,0,2,1,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,20,1,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,42,2,2,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,2,2,2,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,73,2,2,2,BB       ,Online TA,TA/TO,0,1,No Deposit     ,Transient,52.80,2,0,0.0,0,autumn
1,6,2,4,2,BB       ,Online TA,TA/TO,0,2,No Deposit     ,Transient,75.54,2,1,0.0,0,autumn
1,3,2,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,77.42,2,0,0.0,0,autumn
1,80,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,255,2,5,2,BB       ,Direct,Direct,0,1,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,2,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,0,0,0.0,0,autumn
1,80,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,24,2,7,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
0,18,0,1,1,BB       ,Groups,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
0,18,0,1,2,BB       ,Groups,Direct,0,1,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
0,12,0,1,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,1,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,17,0,1,1,BB       ,Groups,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,40,0,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,1,0,0.0,0,autumn
1,11,0,1,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,46.50,1,0,0.0,0,autumn
1,18,0,1,2,BB       ,Groups,Direct,0,0,No Deposit     ,Transient,46.50,0,0,0.0,0,autumn
1,34,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,3,0,0.0,0,autumn
1,0,1,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,18,2,1,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,1,0,0.0,0,autumn
1,0,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,18,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,1,0,0.0,0,autumn
1,54,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,1,0,0.0,0,autumn
1,43,2,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,75.54,2,0,0.0,0,autumn
1,4,2,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,131,2,5,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,141.06,0,1,0.0,0,autumn
1,6,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,124.36,0,2,0.0,0,autumn
1,11,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,1,0,0.0,0,autumn
1,30,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,52.80,0,0,0.0,0,autumn
1,1,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,68.49,0,0,0.0,0,autumn
1,43,2,6,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,68.49,1,0,0.0,0,autumn
1,11,1,0,2,BB       ,Groups,Direct,0,0,No Deposit     ,Transient-Party,52.42,0,0,0.0,0,autumn
1,2,1,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,52.42,0,0,0.0,0,autumn
1,11,1,0,2,BB       ,Groups,Direct,0,0,No Deposit     ,Transient-Party,52.42,0,0,0.0,0,autumn
1,14,1,0,2,BB       ,Groups,Direct,0,0,No Deposit     ,Transient-Party,52.42,0,0,0.0,0,autumn
1,4,2,0,2,BB       ,Direct,Direct,0,0,No Deposit     ,Transient,52.42,0,0,0.0,0,autumn
1,81,2,1,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,0,0,0.0,0,autumn
1,8,2,2,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,2,0,0.0,0,autumn
1,3,2,2,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,67.88,1,0,0.0,0,autumn
1,43,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,60.16,0,0,0.0,0,autumn
1,6,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,0,0,0.0,0,autumn
1,8,4,6,2,HB       ,Direct,Direct,0,1,No Deposit     ,Transient,81.69,0,0,0.0,0,autumn
1,33,1,4,2,HB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,67.88,3,0,0.0,0,autumn
1,57,1,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,0.0,0,autumn
1,57,1,4,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,1,0,0.0,0,autumn
1,89,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,0,0,0.0,0,autumn
1,9,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,60.16,0,0,0.0,0,autumn
1,9,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,44.19,0,1,0.0,0,autumn
1,16,2,5,3,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,116.19,0,1,0.0,0,autumn
1,158,2,5,3,BB       ,Offline TA/TO,TA/TO,0,1,No Deposit     ,Transient,44.19,1,0,0.0,0,autumn
1,73,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,60.16,0,0,0.0,0,autumn
1,3,2,5,2,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient-Party,44.19,2,0,0.0,0,autumn
1,124,2,5,2,BB       ,Offline TA/TO,TA/TO,0,0,No Deposit     ,Transient,44.19,1,1,0.0,0,autumn
1,1,0,1,1,BB       ,Online TA,TA/TO,0,0,No Deposit     ,Transient,67.88,0,0,0.0,0,autumn
1,364,0,2,2,BB       ,Groups,TA/TO,0,0,Non Refund     ,Transient,44.19,0,0,0.0,0,autumn
1,143,0,2,2,BB       ,Groups,TA/TO,0,0,Non Refund     ,Transient,44.19,0,0,0.0,0,autumn
1,364,0,2,2,BB       ,Groups,TA/TO,0,0,Non Refund     ,Transient,44.19,0,0,0.0,0,autumn
