IsCanceled,LeadTime,Adults,Meal,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,Staying,CancelRate,WasInWaitingList,Season
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,0,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,40,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,72.50,2,1,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
0,162,2,SC       ,TA/TO,0,0,No Deposit     ,Transient-Party,62.31,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,44,2,FB       ,Direct,0,0,Non Refund     ,Transient,71.03,0,0,4,0.0,0,spring
1,54,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,0,0,9,0.0,0,spring
1,43,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.85,0,2,10,0.0,0,spring
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,0,0,2,0.0,0,spring
1,54,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,1,0,2,0.0,0,spring
1,63,1,BB       ,Direct,0,0,No Deposit     ,Transient,71.03,0,0,2,0.0,0,spring
0,192,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,2,0,3,0.0,0,spring
1,186,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,1,0,3,0.0,0,spring
1,186,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,1,0,3,0.0,0,spring
0,192,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,2,0,3,0.0,0,spring
1,47,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,0,0,4,0.0,0,spring
1,25,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,1,0,5,0.0,0,spring
0,142,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,80.02,0,0,7,0.0,0,spring
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,80.02,1,0,7,0.0,0,spring
0,149,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,0,0,8,0.0,0,spring
1,7,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,72.50,0,0,1,0.0,0,spring
1,29,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,80.02,0,0,3,0.0,0,spring
1,47,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,105.85,0,2,3,0.0,0,spring
1,33,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,80.02,0,0,7,0.0,0,spring
1,45,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,62.31,1,0,7,0.0,0,spring
1,25,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,0,2,1,0.0,0,spring
1,8,2,BB       ,Direct,0,0,No Deposit     ,Transient,90.06,2,0,1,0.0,0,spring
1,7,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,0,2,2,0.0,0,spring
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,2,0.0,0,spring
1,67,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,79.85,1,0,3,0.0,0,spring
1,30,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,96.00,0,0,3,0.0,0,spring
1,14,1,BB       ,Direct,0,0,No Deposit     ,Transient,61.58,0,0,4,0.0,0,spring
1,90,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,4,0.0,0,spring
1,5,2,BB       ,TA/TO,0,2,No Deposit     ,Transient,49.54,0,0,6,0.0,0,spring
1,92,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,6,0.0,0,spring
1,3,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,79.85,2,0,6,0.0,0,spring
1,92,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,6,0.0,0,spring
1,3,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,108.23,2,2,6,0.0,0,spring
1,8,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,2,0.0,0,spring
1,9,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,2,0.0,0,spring
1,41,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,2,0.0,0,spring
1,45,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,2,0.0,0,spring
1,36,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,3,0.0,0,spring
1,24,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,49.54,1,0,3,0.0,0,spring
1,71,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,49.54,0,0,3,0.0,0,spring
1,74,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,4,0.0,0,spring
1,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,4,0.0,0,spring
1,66,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,1,5,0.0,0,spring
1,12,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,49.54,2,0,6,0.0,0,spring
1,12,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,6,0.0,0,spring
1,0,1,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,0,1,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,61.58,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,0,1,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,123,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,79.85,0,0,7,0.0,0,spring
1,2,3,BB       ,Direct,0,1,No Deposit     ,Transient,61.58,0,0,7,0.0,0,spring
1,2,2,BB       ,Direct,0,1,No Deposit     ,Transient,61.58,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,123,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,79.85,0,0,7,0.0,0,spring
1,0,1,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
0,147,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,49.54,0,0,7,0.0,0,spring
1,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,2,0.0,0,spring
1,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,1,2,0.0,0,spring
1,52,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,0,0,4,0.0,0,spring
0,167,1,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,0,6,0.0,0,spring
1,36,2,BB       ,TA/TO,0,2,No Deposit     ,Transient,79.85,1,0,6,0.0,0,spring
1,35,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,1,2,9,0.0,0,spring
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,1,0.0,0,spring
1,2,1,BB       ,Corporate,0,1,No Deposit     ,Transient,41.31,0,0,2,0.0,0,spring
1,2,1,BB       ,Corporate,0,1,No Deposit     ,Transient,41.31,0,0,2,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,168,2,BB       ,Direct,0,4,No Deposit     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,168,1,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,168,3,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,168,1,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,1,5,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,1,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,156,2,BB       ,Direct,0,0,No Deposit     ,Transient,61.58,0,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,0,0,5,0.0,0,spring
0,168,2,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,1,1,5,0.0,0,spring
0,168,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,61.58,1,0,5,0.0,0,spring
1,44,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,0,2,7,0.0,0,spring
1,26,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,7,0.0,0,spring
0,169,2,BB       ,Direct,0,2,No Deposit     ,Transient-Party,61.58,0,0,0,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
1,4,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,2,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,1,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,3,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,1,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,3,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,3,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,1,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,3,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,1,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,2,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
1,162,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,5,0.0,0,spring
1,23,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.66,0,0,5,0.0,0,spring
0,169,2,BB       ,Direct,0,0,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,3,Refundable     ,Transient-Party,61.58,0,0,4,0.0,0,spring
0,169,2,BB       ,Direct,0,1,Refundable     ,Transient-Party,61.58,0,0,5,0.0,0,spring
1,55,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,0,2,5,0.0,0,spring
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,11,0.0,0,spring
1,28,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.66,1,0,17,0.0,0,spring
1,27,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.66,1,0,2,0.0,0,spring
0,0,1,BB       ,Direct,0,0,Non Refund     ,Transient-Party,61.58,0,0,2,0.0,0,spring
0,144,2,BB       ,TA/TO,0,1,No Deposit     ,Transient-Party,49.54,0,0,4,0.0,0,spring
0,144,2,BB       ,TA/TO,0,1,No Deposit     ,Transient-Party,49.54,0,0,4,0.0,0,spring
0,144,2,BB       ,TA/TO,0,1,No Deposit     ,Transient-Party,49.54,0,0,4,0.0,0,spring
0,163,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,7,0.0,0,spring
1,6,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.66,1,0,9,0.0,0,spring
0,175,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,1,0,4,0.0,0,spring
1,21,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,109.00,0,1,3,0.0,0,spring
1,28,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.66,1,0,5,0.0,0,spring
0,222,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,7,0.0,0,spring
1,33,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,108.23,0,2,7,0.0,0,spring
0,222,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,49.54,2,0,7,0.0,0,spring
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,79.85,0,0,14,0.0,0,spring
0,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,61.13,0,0,2,0.0,0,spring
1,2,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,56.82,2,1,2,0.0,0,spring
0,1,2,BB       ,Direct,0,2,No Deposit     ,Transient,61.13,1,0,3,0.0,0,spring
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.80,2,0,4,0.0,0,spring
1,1,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.80,2,0,4,0.0,0,spring
1,55,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,120.00,0,2,3,0.0,0,spring
0,182,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.80,1,1,0,0.0,0,spring
0,171,2,HB       ,TA/TO,0,1,No Deposit     ,Transient,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
1,0,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,2,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
1,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
1,112,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,66.80,1,0,2,0.0,0,spring
1,166,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,1,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,1,HB       ,TA/TO,0,1,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
0,171,2,HB       ,TA/TO,0,0,Non Refund     ,Transient-Party,56.82,0,0,2,0.0,0,spring
1,42,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,2,0,3,0.0,0,spring
0,171,2,SC       ,TA/TO,0,4,No Deposit     ,Transient-Party,56.82,0,0,4,0.0,0,spring
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,120.00,0,2,6,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,16,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,1,0,7,0.0,0,spring
1,49,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,3,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
1,35,2,HB       ,Direct,0,0,Non Refund     ,Transient,75.58,0,0,7,0.0,0,spring
0,186,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,1,0,4,0.0,0,spring
1,4,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,83.63,1,0,5,0.0,0,spring
1,4,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,1,0,5,0.0,0,spring
1,4,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,1,0,5,0.0,0,spring
0,200,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,83.63,1,0,7,0.0,0,spring
0,200,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,83.63,1,0,7,0.0,0,spring
1,21,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,56.82,1,0,4,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,56.82,0,0,3,0.0,0,spring
