IsCanceled,LeadTime,Adults,Meal,DistributionChannel,IsRepeatedGuest,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests,Minors,Staying,CancelRate,WasInWaitingList,Season,OriginalLeadTime
1,24,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,45.16,1,0,1,0.0,0,winter,28
1,14,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.41,0,0,3,0.0,0,winter,110
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.41,0,0,7,0.0,0,winter,15
1,7,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,84.73,1,2,8,0.0,0,winter,103
0,87,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.41,0,0,14,0.0,0,winter,87
1,49,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,1,0,6,0.0,0,winter,177
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,1,0,5,0.0,0,winter,6
1,8,2,BB       ,Direct,0,0,No Deposit     ,Transient,38.23,0,0,2,0.0,0,winter,8
1,23,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,47.45,0,0,12,0.0,0,winter,99
1,99,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,47.45,1,0,12,0.0,0,winter,99
0,172,2,BB       ,TA/TO,0,0,No Deposit     ,Contract,38.40,1,0,28,0.0,0,winter,172
1,162,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,0,0,28,0.0,0,winter,284
1,83,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,0,0,42,0.0,0,winter,122
0,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,47.45,1,0,0,0.0,0,winter,0
1,10,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,2,0,4,0.0,0,winter,15
1,10,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,2,0,4,0.0,0,winter,15
1,10,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,38.40,2,0,4,0.0,0,winter,15
0,23,2,BB       ,Direct,0,0,No Deposit     ,Transient,51.62,0,0,1,0.0,0,winter,23
1,0,2,BB       ,Direct,0,0,No Deposit     ,Transient-Party,38.23,0,0,1,0.0,0,winter,0
1,14,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,47.45,1,0,2,0.0,0,winter,34
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.93,1,0,1,0.0,0,winter,1
1,6,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,47.45,0,0,7,0.0,0,winter,7
1,54,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,40.05,1,0,8,0.0,0,winter,172
1,172,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.05,1,0,8,0.0,0,winter,172
1,1,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,0.00,0,0,1,0.0,0,winter,12
1,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.74,1,0,3,0.0,0,winter,31
1,3,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.05,0,0,1,0.0,0,winter,3
1,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,32.28,0,0,1,0.0,0,winter,3
1,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.74,1,0,3,0.0,0,winter,34
1,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.74,1,0,3,0.0,0,winter,26
1,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,40.05,2,0,1,0.0,0,winter,3
0,101,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,51.23,0,0,2,0.0,0,winter,101
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,40.05,2,0,1,0.0,0,winter,3
1,3,2,BB       ,Direct,0,0,No Deposit     ,Transient,57.72,1,0,2,0.0,0,winter,3
1,13,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,48.74,2,0,6,0.0,0,winter,13
1,11,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,40.05,0,0,1,0.0,0,winter,11
1,1,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,51.23,1,0,1,0.0,0,winter,1
1,5,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,1,0,1,0.0,0,winter,173
1,7,2,BB       ,Direct,0,0,No Deposit     ,Transient,59.14,2,0,3,0.0,0,winter,14
0,160,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,46.57,1,0,4,0.0,0,winter,160
0,154,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,2,0,1,0.0,0,winter,154
1,3,1,BB       ,Corporate,0,0,No Deposit     ,Transient,33.82,0,0,1,0.0,0,winter,4
0,214,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,46.42,0,0,42,0.0,0,winter,214
0,154,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,2,0,1,0.0,0,winter,154
1,4,1,BB       ,Corporate,0,0,No Deposit     ,Transient,33.82,0,0,1,0.0,0,winter,5
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,1,0,2,0.0,0,winter,16
1,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,33.82,0,0,1,0.0,0,winter,2
1,47,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,1,0,2,0.0,0,winter,80
1,25,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,0,0,3,0.0,0,winter,33
1,25,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,0,0,3,0.0,0,winter,33
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,3,1,5,0.0,0,winter,185
0,1,2,BB       ,Direct,0,0,No Deposit     ,Transient,79.50,0,0,1,0.0,0,winter,1
1,26,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,0,0,2,0.0,0,winter,48
1,133,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,53.47,1,0,7,0.0,0,winter,157
1,3,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,39.35,1,0,1,0.0,0,winter,15
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,58.16,2,0,4,0.0,0,winter,22
1,3,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.97,0,0,1,0.0,0,winter,3
1,3,1,BB       ,Corporate,0,0,No Deposit     ,Transient-Party,34.97,0,0,1,0.0,0,winter,3
0,0,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.97,1,0,1,0.0,0,winter,0
1,8,2,BB       ,Direct,0,1,No Deposit     ,Transient,62.70,0,0,1,0.0,0,winter,13
1,4,1,BB       ,Corporate,0,0,No Deposit     ,Transient,34.97,0,0,4,0.0,0,winter,11
1,7,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,52.76,2,0,4,0.0,0,winter,28
0,101,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,7,0.0,0,winter,101
1,119,1,BB       ,TA/TO,0,1,No Deposit     ,Transient,44.58,1,0,3,0.0,0,winter,202
1,121,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,0,0,20,0.0,0,winter,133
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,58.16,1,0,2,0.0,0,winter,4
0,116,2,BB       ,Direct,0,0,No Deposit     ,Transient,57.24,1,0,4,0.0,0,winter,116
1,0,2,BB       ,Direct,0,0,No Deposit     ,Transient,57.24,0,0,4,0.0,0,winter,100
0,97,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,52.99,0,0,4,0.0,0,winter,97
1,17,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,0,0,7,0.0,0,winter,39
1,27,1,BB       ,Direct,0,0,No Deposit     ,Transient-Party,44.75,1,0,26,0.0,0,winter,46
1,27,2,BB       ,Direct,0,1,No Deposit     ,Transient-Party,44.75,1,0,26,0.0,0,winter,46
1,3,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,1,0.0,0,winter,20
1,127,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,58.16,1,0,3,0.0,0,winter,142
1,1,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,3,0.0,0,winter,17
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.12,1,1,4,0.0,0,winter,26
1,57,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,95.12,0,2,4,0.0,0,winter,83
1,58,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,12,0.0,0,winter,99
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,2,0.0,0,winter,13
1,2,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,1,2,0.0,0,winter,2
1,16,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,44.58,2,1,3,0.0,0,winter,18
0,88,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,44.58,0,0,4,0.0,0,winter,88
0,88,2,BB       ,TA/TO,0,0,No Deposit     ,Transient-Party,44.58,0,0,4,0.0,0,winter,88
1,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,2,0,7,0.0,0,winter,18
1,8,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,2,0,7,0.0,0,winter,18
0,211,2,HB       ,TA/TO,0,1,No Deposit     ,Transient,58.16,0,0,8,0.0,0,winter,211
1,11,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,3,0.0,0,winter,29
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,78.00,1,2,3,0.0,0,winter,12
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,3,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,118.00,0,1,3,0.0,0,winter,22
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,54,2,HB       ,Direct,0,0,No Deposit     ,Transient-Party,69.88,0,0,3,0.0,0,winter,72
1,122,2,HB       ,TA/TO,0,1,No Deposit     ,Transient,44.58,0,0,4,0.0,0,winter,155
0,94,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,2,0,4,0.0,0,winter,94
0,94,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,4,0.0,0,winter,94
1,62,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,1,0,7,0.0,0,winter,81
0,168,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,58.16,1,0,7,0.0,0,winter,168
1,87,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,58.16,1,0,10,0.0,0,winter,120
1,4,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,44.58,0,0,14,0.0,0,winter,8
1,1,1,BB       ,Direct,0,0,No Deposit     ,Transient,51.01,0,0,3,0.0,0,winter,4
1,22,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,50.99,0,0,1,0.0,0,winter,111
0,143,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,50.99,1,0,2,0.0,0,winter,143
0,143,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,50.99,1,0,2,0.0,0,winter,143
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,96,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,3,0.0,0,winter,102
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,86.78,1,2,4,0.0,0,winter,5
0,117,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,50.99,2,0,4,0.0,0,winter,117
0,152,2,BB       ,TA/TO,0,1,No Deposit     ,Transient,50.99,2,0,4,0.0,0,winter,152
1,5,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.59,1,0,5,0.0,0,winter,32
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,1,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,1,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
1,79,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,103
0,103,2,HB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,1,0,2,0.0,0,winter,103
1,162,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,0,0,14,0.0,0,winter,312
0,2,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,2,0,1,0.0,0,winter,2
0,103,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.59,0,0,2,0.0,0,winter,103
0,103,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.59,1,0,3,0.0,0,winter,103
1,25,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,0,0,5,0.0,0,winter,39
1,25,2,HB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,1,0,5,0.0,0,winter,39
0,103,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,0,0,6,0.0,0,winter,103
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,0,0,1,0.0,0,winter,7
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,1,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,1,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,27,3,BB       ,TA/TO,0,1,No Deposit     ,Transient,113.50,1,1,3,0.0,0,winter,27
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
0,230,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.59,0,0,5,0.0,0,winter,230
1,0,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,67.59,0,0,5,0.0,0,winter,0
1,21,2,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,21,1,BB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,4,0.0,0,winter,64
1,2,3,BB       ,TA/TO,0,0,No Deposit     ,Transient,50.99,1,0,1,0.0,0,winter,2
1,81,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,88
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,3,Undefined,TA/TO,0,1,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,1,Undefined,TA/TO,0,1,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,12,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,1,0,2,0.0,0,winter,35
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,110,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,110,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,1,Undefined,TA/TO,0,1,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,110,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,81,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,88
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
1,94,2,FB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,111
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
0,112,2,Undefined,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,105,2,FB       ,TA/TO,0,0,No Deposit     ,Transient-Party,55.62,0,0,2,0.0,0,winter,112
1,141,2,BB       ,TA/TO,0,0,No Deposit     ,Transient,55.62,1,0,2,0.0,0,winter,151
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
1,77,2,HB       ,TA/TO,0,0,Non Refund     ,Transient,55.62,0,0,2,0.0,0,winter,140
